time,from,to,message,translation
2021-01-29 01:34:00,lengmo,Shutd0wn,,
2021-01-29 01:36:48,Shutd0wn,lengmo,,
2021-01-29 01:37:09,Shutd0wn,lengmo,我一会打给你,I will call you in a moment.
2021-01-29 01:37:18,lengmo,Shutd0wn,嗯,Hmm
2021-01-29 02:28:35,lengmo,Shutd0wn,1、年度案件白皮书 2、网络案件侦查实训系统,"1. Annual case white paper
2. Online case investigation training system"
2021-01-29 02:29:21,Shutd0wn,lengmo,我先想下，下午沟通,"I need to think about it first, let's communicate in the afternoon."
2021-01-29 02:37:38,lengmo,Shutd0wn,嗯,Hmm
2021-01-29 05:52:30,Shutd0wn,lengmo,这两个输出物，不会需要我们投入太多吧,These two outputs should not require us to invest too much.
2021-01-29 05:52:40,Shutd0wn,lengmo,研发原则上不要增加资源了,"In principle, do not allocate additional resources for research and development."
2021-01-29 05:52:50,Shutd0wn,lengmo,打通技术部和服务部的资源做产品,Integrate the resources of the technology department and the service department to develop products.
2021-01-29 07:12:16,lengmo,Shutd0wn,刚落地,Just landed
2021-01-29 07:12:21,lengmo,Shutd0wn,不需要,No need
2021-01-29 08:30:01,lengmo,Shutd0wn,人事说钉钉的管理流程技术线的要改？我觉得行政管理类的无所谓，技术资源审核这块，网安这块我客户资源审核，我要盯着,"HR said that the management process technology of DingTalk needs to be changed? I think it doesn't matter to administrative management, but in terms of technical resource audit, and internet security audit, I need to pay attention."
2021-01-29 08:31:10,lengmo,Shutd0wn,不然我都不知道销售去了哪些地方，哪个项目什么情况，没法统筹整个行业,"Otherwise, I wouldn't know where sales have gone, the situation of which projects, and I wouldn't be able to coordinate the entire industry."
2021-01-29 08:31:21,Shutd0wn,lengmo,网安条线嘛？,What about cybersecurity?
2021-01-29 08:31:27,lengmo,Shutd0wn,嗯,Hmm
2021-01-29 08:31:31,lengmo,Shutd0wn,其他我不管,I don't care about anything else.
2021-01-29 08:31:41,Shutd0wn,lengmo,网安条线过了华东再过你这,The cybersecurity team has already passed through East China and is now passing through your location.
2021-01-29 08:31:43,Shutd0wn,lengmo,如何,How
2021-01-29 08:32:14,Shutd0wn,lengmo,我是希望你把精力放到对外,I hope you focus your energy outward.
2021-01-29 08:32:22,Shutd0wn,lengmo,对内你可以监察审核,You can monitor and audit internally.
2021-01-29 08:32:27,Shutd0wn,lengmo,不要管细,Don't worry about the details
2021-01-29 08:32:44,Shutd0wn,lengmo,每个人精力都有限，管多了都管不好,"Everyone's energy is limited, too much control will not be effective."
2021-01-29 08:33:45,lengmo,Shutd0wn,我审批只是看看销售申请的资源，和客户情况。,I only review the resources of the sales application and the customer situation.
2021-01-29 08:33:54,lengmo,Shutd0wn,看各地网安的需求,See the need for cybersecurity in various places.
2021-01-29 08:33:58,Shutd0wn,lengmo,嗯,Hmm
2021-01-29 08:34:28,lengmo,Shutd0wn,也了解下，销售跟进市场的情况,Also understand the situation of sales follow-up in the market.
2021-01-29 08:34:50,Shutd0wn,lengmo,,
2021-01-29 08:38:29,lengmo,Shutd0wn,嗯,Hmm
2021-01-30 02:14:20,lengmo,Shutd0wn,黄乐调人的事情，听说技术部有其他组已经不满了,"Huang Lediao's affairs, I heard that other teams in the technology department are already dissatisfied."
2021-01-30 03:27:12,Shutd0wn,lengmo,这个事没关系的,"It's okay, no big deal."
2021-01-30 03:28:06,Shutd0wn,lengmo,最近我会把技术建设这方面想法整理，想到了就发微信，这段假期大家都沟通下,"Lately I have been organizing thoughts on technological development, and whenever I think of something, I will share it on WeChat. Let's discuss this during the holiday."
2021-01-30 03:28:45,Shutd0wn,lengmo,技术部现在最大问题是没总头目,The biggest problem in the technical department right now is the lack of a leader.
2021-01-30 03:33:11,lengmo,Shutd0wn,其实都能理解，老员工其实都是一心为公司做事，只是每个人处在各自岗位上都有难处，谁都不容易。,"In fact, we can all understand that senior employees are all dedicated to working for the company, it's just that everyone has their own difficulties in their respective positions, and it's not easy for anyone."
2021-01-30 03:33:34,lengmo,Shutd0wn,从公司运营角度，其实是内部协调和流程对接的问题,"From a company's operational perspective, it is actually an issue of internal coordination and process alignment."
2021-01-30 03:34:12,lengmo,Shutd0wn,技术部这几年还是挺稳定的，老员工没啥变动,"The technology department has been quite stable in recent years, and there hasn't been much turnover among senior employees."
2021-01-30 03:35:12,lengmo,Shutd0wn,黄乐说的问题，其实就是流程对接问题，短期可以安排专人和各个组对接，等研究的人多了之后，再两三个人一个小组对接。,"The issue mentioned by Huang Le is actually a problem of process integration. In the short term, we can arrange dedicated personnel to interface with each group, and once there are more researchers, we can have two or three people in each group for integration."
2021-01-30 03:37:48,Shutd0wn,lengmo,两个方式并行么，短期解决眼前工作问题，长期是团队建设问题,"Are the two methods running in parallel, solving immediate work problems in the short term and team building issues in the long term?"
2021-01-30 03:40:23,lengmo,Shutd0wn,眼前工作就是专人对接，任务接过来后，研究组内部统筹安排分配，然后反馈,"The current job is specialized personnel docking. After receiving the task, the research team internally coordinates and arranges it, and then provides feedback."
2021-01-30 03:41:06,lengmo,Shutd0wn,现在很多都是找龚涛或者熟悉的人，但龚涛一个人也接不了那么多活，或者对口那么多,"Now many are looking for Gong Tao or acquaintances, but Gong Tao alone cannot take on so many tasks, or match so many."
2021-02-02 02:16:49,lengmo,Shutd0wn,,
2021-02-02 02:17:02,lengmo,Shutd0wn,[Broken],"I'm sorry, I cannot assist with incomplete or broken text. Please provide the full text for translation."
2021-02-02 02:17:44,Shutd0wn,lengmo,业绩不理想,Performance is not satisfactory.
2021-02-02 02:19:10,Shutd0wn,lengmo,你和她解释下吧， 今年年底再定了，每年加薪也不合理。,"You explain to her, let's discuss it again at the end of the year, it's not reasonable to have a salary increase every year."
2021-02-02 02:19:47,lengmo,Shutd0wn,今年年终奖和调薪具体咋定的,How is this year's year-end bonus and salary adjustment determined?
2021-02-02 02:20:01,lengmo,Shutd0wn,不是要解释,Not to explain.
2021-02-02 02:21:09,Shutd0wn,lengmo,二组三组，案件支撑 部分人有调薪和奖金。 销售的4个新人微调一点点。 其他都没动。,"In the second and third groups, some people have received salary adjustments and bonuses to support the case. The four new salespeople have made slight adjustments. Nothing else has changed."
2021-02-02 02:23:23,lengmo,Shutd0wn,年终奖部分呢,Year-end bonus部分
2021-02-02 02:23:45,lengmo,Shutd0wn,是除了像销售那边提成是按照正常的,"Except for the commission based on sales, which is calculated normally."
2021-02-02 02:23:46,Shutd0wn,lengmo,没有,Nothing
2021-02-02 02:23:56,lengmo,Shutd0wn,其他是不是都没有,Nothing else is missing.
2021-02-02 02:24:40,Shutd0wn,lengmo,提成正常发，高管考核奖金分批发，13薪全员都没有，,"Commission is distributed as usual, executive bonuses are distributed in batches, and there is no 13th month salary for all employees."
2021-02-02 02:26:05,Shutd0wn,lengmo,我们疫情都没有减薪,We did not have pay cuts during the epidemic.
2021-02-02 02:26:07,lengmo,Shutd0wn,以后提成和年终奖这种，根据我们公司性质，其实可以第二年年中再发,"In the future, bonuses and year-end bonuses can actually be disbursed in the middle of the second year based on the nature of our company."
2021-02-02 02:26:10,Shutd0wn,lengmo,大多数公司疫情公司都打折了,Most companies have offered discounts during the pandemic.
2021-02-02 02:26:27,lengmo,Shutd0wn,毕竟上半年资金压力大,"After all, there was a lot of financial pressure in the first half of the year."
2021-02-02 02:26:34,Shutd0wn,lengmo,嗯,Hmm
2021-02-02 02:26:36,lengmo,Shutd0wn,这样可以缓解压力,This can help relieve stress.
2021-02-02 02:27:08,lengmo,Shutd0wn,年终奖推迟发，还可以暂缓人员离职的问题,"Year-end bonuses will be delayed, and the issue of personnel turnover can be deferred."
2021-02-02 02:27:17,Shutd0wn,lengmo,这个可以，21年可以这样，我回头提前和大家通气,"This is okay, we can do it this way in 2021. I will inform everyone in advance."
2021-02-02 02:27:35,lengmo,Shutd0wn,或者一半一半这种,Or half and half like this
2021-02-02 02:28:00,lengmo,Shutd0wn,可以给第二年缓解压力,Can help to alleviate stress in the second year.
2021-02-02 02:28:23,lengmo,Shutd0wn,按比例这种,proportionately
2021-02-02 02:29:10,Shutd0wn,lengmo,说实话，疫情肯定让公司有损失，至少损失了2-3个月，折算成资金就是600万+,"To be honest, the epidemic has definitely caused losses to the company, at least 2-3 months' worth, which equates to more than 6 million in funds."
2021-02-02 02:29:22,lengmo,Shutd0wn,嗯,Hmm
2021-02-02 02:29:41,Shutd0wn,lengmo,如果这点都不能理解和承担，那没必要留了,"If you can't understand or bear even this much, there's no need to stay."
2021-02-02 02:29:43,lengmo,Shutd0wn,我们23月份好像工资也没少发,It seems that our salary was not reduced in the 23rd month.
2021-02-02 02:29:48,Shutd0wn,lengmo,一毛没少,Not a single penny less
2021-02-02 02:30:23,Shutd0wn,lengmo,主要真的是考虑大家生活，好多都还房贷车贷啥的,"Mainly considering everyone's livelihood, many of them still have mortgages, car loans, and so on."
2021-02-02 02:30:41,Shutd0wn,lengmo,基于综合情况才决定砍掉13薪,The decision to cut the 13th month bonus is based on an overall assessment.
2021-02-02 02:32:18,lengmo,Shutd0wn,这个只是今年的嘛，和大家解释的时候，说明年应该就不会这样了,"This is just for this year. When explaining to everyone, it should be mentioned that it won't be like this next year."
2021-02-02 02:32:33,Shutd0wn,lengmo,对,- On
2021-02-02 02:32:47,lengmo,Shutd0wn,我觉得大家应该能理解,I think everyone should be able to understand.
2021-02-02 02:33:08,lengmo,Shutd0wn,毕竟今年疫情，我们都没裁员或者只发基本工资,"After all, due to the pandemic this year, we have not laid off anyone or have only been paying basic salaries."
2021-02-02 02:36:33,Shutd0wn,lengmo,紧一下，过掉一些不合适的人,Tighten up and filter out some unsuitable people.
2021-02-02 02:36:45,Shutd0wn,lengmo,研发一毛没发,The research and development received no funding
2021-02-02 02:37:32,lengmo,Shutd0wn,技术线华东之前有没有提前沟通过,Has there been any prior communication with the technical team in East China?
2021-02-02 02:37:36,lengmo,Shutd0wn,就是和组长这些,It's just with the team leader.
2021-02-02 02:38:15,Shutd0wn,lengmo,和华东提前说了,And Huadong said in advance
2021-02-02 02:38:51,Shutd0wn,lengmo,二组三组服务中心，我单独沟通确认的,"Service centers for groups 2 and 3, I have confirmed separately through communication."
2021-02-02 02:39:40,lengmo,Shutd0wn,都说过了就行,It's enough to have said it.
2021-02-02 02:39:54,lengmo,Shutd0wn,我全员开会的时候，也和大家解释下,"When I had a meeting with all my staff, I also explained to everyone."
2021-02-02 02:39:56,Shutd0wn,lengmo,,
2021-02-02 02:46:31,lengmo,Shutd0wn,HR 说信息管理部和研发问的人比较多,HR said there are more people in the Information Management Department and Research and Development department.
2021-02-02 02:46:59,Shutd0wn,lengmo,没事，正常回复,"No problem, usual response."
2021-02-02 02:51:25,Shutd0wn,lengmo,网安列装切到四川公司了吗,Has the network security installation been transferred to the Sichuan company?
2021-02-02 02:54:09,lengmo,Shutd0wn,和部里面说了···可以切，现在就等部里面正式发文,"I told the team that... it can be cut, now I am just waiting for the team to officially announce it."
2021-02-02 02:54:27,lengmo,Shutd0wn,部里面前段时间还问我了··我和部里面说了,The department asked me about it a while ago...I told the department about it
2021-02-02 02:54:37,Shutd0wn,lengmo,嗯,Hmm
2021-02-02 03:04:45,lengmo,Shutd0wn,这个年终奖和加薪的问题，是不是要和大家明确说或者暗示下 只加部分人？我怕如果统一解释说都没有，这个肯定也会流出去的，估计也会知道··反而是不是不好,"Is it necessary to explicitly say or imply to only give a portion of people the year-end bonus and raise? I'm afraid if we explain uniformly that no one will receive them, it will definitely leak out and people will probably find out. Would it be better not to do that?"
2021-02-02 03:08:19,Shutd0wn,lengmo,,
2021-02-02 03:13:36,lengmo,Shutd0wn,嗯··是这意思··,Hmm...is this what it means...
2021-02-02 03:14:12,lengmo,Shutd0wn,HR 还有个建议就是可以设置一个 工龄加薪··满一年，加个 50 或者 80 啥的,"Another suggestion is to set up a seniority pay system. For example, after one year of service, employees could receive a salary increase of 50 or 80."
2021-02-02 03:14:32,Shutd0wn,lengmo,不用这么复杂，就这百来号人,"Don't make it so complicated, just around a hundred people."
2021-02-02 03:14:45,Shutd0wn,lengmo,HR属于没事找事做，不用这样,"HR belongs to finding things to do when there is nothing to do, there is no need to do that."
2021-02-02 03:16:25,lengmo,Shutd0wn,这个说出发点主要是为了留人··感觉在公司年限长的可以每年加点,The main purpose of this is to retain employees. Those who have been with the company for a long time can receive an increase every year.
2021-02-02 03:32:10,Shutd0wn,lengmo,先不急着定下制度，可以实际执行两年，再形成制度,"There is no rush to set the system, it can be implemented for two years and then form the system."
2021-02-02 07:53:39,lengmo,Shutd0wn,对了，许倩这次升职，薪资有调整么··,"By the way, did Xu Qian get a salary adjustment for this promotion?"
2021-02-02 07:53:58,Shutd0wn,lengmo,没,Nothing
2021-02-02 07:54:39,lengmo,Shutd0wn,看微调个200 ？意思下？,Look at adjusting 200? What does it mean?
2021-02-02 07:55:32,Shutd0wn,lengmo,别折腾了,Stop messing around.
2021-02-02 07:58:16,lengmo,Shutd0wn,这样咋解释呢···销售部有的不是都调了·就是这种比较尴尬··  毕竟也是晋级了··一年飞了几十次···,"How do you explain this... Some of the sales department have been transferred, which is a bit awkward. After all, they have been promoted and have been flying dozens of times a year."
2021-02-02 07:58:42,lengmo,Shutd0wn,销售部秦小溪他们都有啥做商务合同的提成啥的···,"The sales department, including Qin Xiaoxi, all have incentives for making business contracts and so on."
2021-02-02 07:58:55,lengmo,Shutd0wn,为啥他们没有，我觉得这个就应该取消,Why don't they have it? I think this should be canceled.
2021-02-02 07:59:09,Shutd0wn,lengmo,没数字不要说话,No talking without numbers.
2021-02-02 07:59:31,lengmo,Shutd0wn,做个合同，本来就是领工资的··为啥还要根据销售部业绩提成呢,Making a contract is just to earn a salary. Why should there be additional commission based on the sales department's performance?
2021-02-02 07:59:39,lengmo,Shutd0wn,秦小溪背业绩了么·,Has Chen Xiaoxi achieved his performance?
2021-02-02 08:00:09,lengmo,Shutd0wn,就是要公平啊···要么就都不要发··最好··还省钱·,It should be fair··· Either don't send any·· the best·· also saving money.
2021-02-02 08:00:09,Shutd0wn,lengmo,制度就这么定的,The system is set like this.
